Brand ID,Brand Name,Brand Logo,Brand Urls,Domain,Logo URL
MZ_BRAND_0000007700,Pizza King Inc.,Pizza_King_Inc..png,https://www.pizzaking.com/,NA,NA
MZ_BRAND_0000005258,Sub Zero Ice Cream & Yogurt,Sub_Zero_Ice_Cream__Yogurt.png,https://subzeroicecream.com/,iamsubzero.com,https://logo.clearbit.com/iamsubzero.com
MZ_BRAND_0000005203,Steak Escape Sandwich Grill,Steak_Escape_Sandwich_Grill.png,https://steakescape.com/,NA,NA
MZ_BRAND_0000003564,Maxway,Maxway.png,https://www.rosesdiscountstores.com/,maxway.uz,https://logo.clearbit.com/maxway.uz
MZ_BRAND_0000000695,Blimpie,Blimpie.png,https://www.blimpie.com/,blimpie.com,https://logo.clearbit.com/blimpie.com
MZ_BRAND_0000007774,Duffy's,Duffys.png,https://www.duffysmvp.com/,duffyscurtains.com,https://logo.clearbit.com/duffyscurtains.com
MZ_BRAND_0000003797,MSC Industrial Supply,MSC_Industrial_Supply.png,https://www.mscdirect.com/,mscdirect.co.uk,https://logo.clearbit.com/mscdirect.co.uk
MZ_BRAND_0000000771,Bose,Bose.png,https://www.bose.com/home,bose.com,https://logo.clearbit.com/bose.com
MZ_BRAND_0000004103,Papaya Clothing,R_1_YrQQOYZ.png,https://www.papayaclothing.com/,papayaclothing.com,https://logo.clearbit.com/papayaclothing.com
MZ_BRAND_0000004207,Peter Millar,Peter_Millar.png,,petermillar.com,https://logo.clearbit.com/petermillar.com
MZ_BRAND_0000003810,Murphy USA,logo_357Y65X.png,,murphyusa.com,https://logo.clearbit.com/murphyusa.com
MZ_BRAND_0000000368,At The Beach,At_The_Beach.png,,thebronberghub.co.za,https://logo.clearbit.com/thebronberghub.co.za
MZ_BRAND_0000003879,Nestlé Café,Nestle_CafeÌ.png,,NA,NA
MZ_BRAND_0000002463,Great Western Bank,Great_Western_Bank.png,,gwb-online.com,https://logo.clearbit.com/gwb-online.com
MZ_BRAND_0000006569,Royal Car Wash,Royal_car_wash.png,,theroyalwash.com,https://logo.clearbit.com/theroyalwash.com
MZ_BRAND_0000007642,Marc-1 Car Wash,marc1-logo-1-min-1_TJefQw1.png,,marc1carwash.com,https://logo.clearbit.com/marc1carwash.com
MZ_BRAND_0000006266,Zumiez,zumiez-logo_GmB7TZi.png,,zumiez.com,https://logo.clearbit.com/zumiez.com
MZ_BRAND_0000007825,PureMagic Car Wash,PueMagic.png,,puremagiccarwash.com,https://logo.clearbit.com/puremagiccarwash.com
MZ_BRAND_0000001701,DRNK coffee + Tea,Drnk_Coffee__Tea.png,,drnkcoffee.com,https://logo.clearbit.com/drnkcoffee.com
MZ_BRAND_0000000394,Braces Braces,braces-braces-logo300x62_CbGoEdk.png,,NA,NA
MZ_BRAND_0000007886,Bealls TX,Bealls_TX.png,,NA,NA
MZ_BRAND_0000000975,California Tortilla,California_Tortilla.png,,californiatortilla.com,https://logo.clearbit.com/californiatortilla.com
MZ_BRAND_0000003411,LUSH,LUSH.png,,lush.com,https://logo.clearbit.com/lush.com
MZ_BRAND_0000007105,Eye Level Learning,Eye_Level_Learning.png,,myeyelevel.com,https://logo.clearbit.com/myeyelevel.com
MZ_BRAND_0000003577,McDonald's,McDonald.png,,mcdonalds.com,https://logo.clearbit.com/mcdonalds.com
MZ_BRAND_0000005738,TravelCenters of America,TravelCenters_of_America.png,,ta-petro.com,https://logo.clearbit.com/ta-petro.com
MZ_BRAND_0000002413,Goodrich Quality Theaters,Goodrich_Quality_Theaters.png,,NA,NA
MZ_BRAND_0000003219,Laser Quest,Laser_Quest.png,,laserquest.com.au,https://logo.clearbit.com/laserquest.com.au
MZ_BRAND_0000000979,Cambria Suites,Cambria_Suites.png,,NA,NA
MZ_BRAND_0000007788,Hard Rock Hotels and Casinos,Hard_Rock_Hotels_and_Casinos.png,,NA,NA
MZ_BRAND_0000000026,5 Star Nutrition,5_Star_Nutrition.png,,5starnutrition.com,https://logo.clearbit.com/5starnutrition.com
MZ_BRAND_0000007629,National Veterinary Associates,National_Veterinary_Associates.png,,NA,NA
MZ_BRAND_0000002346,Giardino Gourmet Salads,Giardino_Gourmet_Salads.png,,NA,NA
MZ_BRAND_0000002965,Johnston & Murphy,Johnston__Murphy.png,,johnston.biz,https://logo.clearbit.com/johnston.biz
MZ_BRAND_0000003326,Living Spaces,Living_Spaces.png,,livingspaces.com,https://logo.clearbit.com/livingspaces.com
MZ_BRAND_0000003483,Marie Callender's,Marie_Callenders.png,,mariecallenders.com,https://logo.clearbit.com/mariecallenders.com
MZ_BRAND_0000004524,Rainforest Cafe,Rainforest_Cafe.png,,rainforestcafe.com,https://logo.clearbit.com/rainforestcafe.com
MZ_BRAND_0000007681,Protein Bar,Protein_Bar.png,,protein-bar.co.il,https://logo.clearbit.com/protein-bar.co.il
MZ_BRAND_0000002732,Hugo Boss,Hugo_Boss.png,,hugoboss.com,https://logo.clearbit.com/hugoboss.com
MZ_BRAND_0000004099,Papa Murphy's,Papa_Murphys.png,,papamurphys.com,https://logo.clearbit.com/papamurphys.com
MZ_BRAND_0000000282,Andy's Custard,Andys_Custard.png,,NA,NA
MZ_BRAND_0000007535,Dave's Hot Chicken,Daves_Hot_Chicken.png,,daveshotchicken.com,https://logo.clearbit.com/daveshotchicken.com
MZ_BRAND_0000001122,Champs Sports,Champs_Sports.png,,champssports.com,https://logo.clearbit.com/champssports.com
MZ_BRAND_0000003773,Mountainside Fitness Centers,Mountainside_Fitness_Centers.png,,NA,NA
MZ_BRAND_0000001501,Curacao,Curacao.png,,icuracao.com,https://logo.clearbit.com/icuracao.com
MZ_BRAND_0000005081,Snip-its,Snip-its.png,,snipits.com,https://logo.clearbit.com/snipits.com
MZ_BRAND_0000000828,BrightStar Care,BrightStar_Care.png,,brightstarcare.com,https://logo.clearbit.com/brightstarcare.com
MZ_BRAND_0000002830,Interstate Batteries,Interstate_Batteries.png,,interstatebatteries.com,https://logo.clearbit.com/interstatebatteries.com
MZ_BRAND_0000003657,Michaels Jewelers,Michaels_Jewelers.png,,michaelsjewelers.com,https://logo.clearbit.com/michaelsjewelers.com
MZ_BRAND_0000003476,Marcus Theatres,Marcus_Theatres.png,,marcustheatres.com,https://logo.clearbit.com/marcustheatres.com
MZ_BRAND_0000000330,Arhaus,Arhaus.png,,arhaus.com,https://logo.clearbit.com/arhaus.com
MZ_BRAND_0000004337,Plato's Closet,clipart1931132.png,,platoscloset.com,https://logo.clearbit.com/platoscloset.com
MZ_BRAND_0000001741,Earl of Sandwich,Earl_of_Sandwich.png,,earlofsandwichusa.com,https://logo.clearbit.com/earlofsandwichusa.com
MZ_BRAND_0000007618,Zinburger,Zinburger.png,,zinburgeraz.com,https://logo.clearbit.com/zinburgeraz.com
MZ_BRAND_0000005774,Tuffy Auto Service Centers,Tuffy_Auto_Service_Centers.png,,NA,NA
MZ_BRAND_0000007034,Gateway Tire & Service,Gateway_Tire__Service.png,,gatewaytire.net,
MZ_BRAND_0000007509,AAA Auto Repair,AAA_Auto_Repair.png,,aautorepairnj.com,https://logo.clearbit.com/aautorepairnj.com
MZ_BRAND_0000004326,PlainsCapital Bank,PlainsCapital_Bank.png,,plainscapital.com,https://logo.clearbit.com/plainscapital.com
MZ_BRAND_0000000185,Allen Edmonds,Allen_Edmonds.png,,allenedmonds.com,https://logo.clearbit.com/allenedmonds.com
MZ_BRAND_0000005051,Smallcakes,Smallcakes.png,,smallcakesnm.com,https://logo.clearbit.com/smallcakesnm.com
MZ_BRAND_0000004558,RC Willey Home Furnishings,RC_Willey_Home_Furnishings.png,,NA,NA
MZ_BRAND_0000004139,Patagonia,Patagonia.png,,patagonia.com,https://logo.clearbit.com/patagonia.com
MZ_BRAND_0000006128,Wings N' Things,Wings_N_Things_pobLGHg.png,,wingsnthingstogo.com,https://logo.clearbit.com/wingsnthingstogo.com
MZ_BRAND_0000005674,Title Nine,Title_Nine.png,,titlenine.com,https://logo.clearbit.com/titlenine.com
MZ_BRAND_0000005334,Surf City Squeeze,Surf_City_Squeeze.png,,surfcitysqueeze.com,https://logo.clearbit.com/surfcitysqueeze.com
MZ_BRAND_0000003727,Modern Market,Modern_Market.png,,modernmarketshop.co,
MZ_BRAND_0000007766,Total Primary Care,totalhealth.png,,totalpcaz.com,
MZ_BRAND_0000004015,Omega Sports,Omega_Sports.png,,omegasports.com,https://logo.clearbit.com/omegasports.com
MZ_BRAND_0000007747,Pat Catan's,Pat_Catans.png,,patcatans.com,https://logo.clearbit.com/patcatans.com
MZ_BRAND_0000002560,Harbor Freight Tools,Harbor_Freight_Tools.png,,harborfreight.com,https://logo.clearbit.com/harborfreight.com
MZ_BRAND_0000004717,Room & Board,Room__Board.png,,room.com,https://logo.clearbit.com/room.com
MZ_BRAND_0000007539,Hyatt Residence Club,Hyatt_Residence_Club.png,,NA,NA
MZ_BRAND_0000006640,Postal Connections,Postal_Connections.png,,postalsandiego.com,https://logo.clearbit.com/postalsandiego.com
MZ_BRAND_0000000982,Camp Bow Wow,Camp_Bow_Wow_RC7Jl7N.png,,campbowwow.com,https://logo.clearbit.com/campbowwow.com
MZ_BRAND_0000004019,On The Border,On_The_Border.png,,ontheborder.com,https://logo.clearbit.com/ontheborder.com
MZ_BRAND_0000004163,Pei Wei Asian Diner,Pei_Wei_Asian_Diner.png,,NA,NA
MZ_BRAND_0000005788,Twin Peaks Restaurant,Twin_Peaks_Restaurant.png,,NA,NA
MZ_BRAND_0000005955,Village Inn,Village_Inn.png,,villageinn.com,https://logo.clearbit.com/villageinn.com
MZ_BRAND_0000006065,Western Sizzlin,Western_Sizzlin.png,,westernsizzlinok.com,https://logo.clearbit.com/westernsizzlinok.com
MZ_BRAND_0000006821,Louie's,Louies.png,,louiesportsmouth.com,
MZ_BRAND_0000003436,Madewell,Madewell.png,,madewell.com,https://logo.clearbit.com/madewell.com
MZ_BRAND_0000004089,Panda Express,Panda-Express-Logo.png,,pandaexpress.com,https://logo.clearbit.com/pandaexpress.com
MZ_BRAND_0000000886,Buehler's Fresh Foods,Buehler_Food_Markets.png,,buehlers.com,https://logo.clearbit.com/buehlers.com
MZ_BRAND_0000000903,Burger 21,Burger_21.png,,burger21.com,https://logo.clearbit.com/burger21.com
MZ_BRAND_0000004140,Patel Brothers,Patel_Brothers.png,,patelbros.com,https://logo.clearbit.com/patelbros.com
MZ_BRAND_0000006265,zpizza,Qwench_Juice.png,,zpizza.com,https://logo.clearbit.com/zpizza.com
MZ_BRAND_0000003284,Liberty Bank,Liberty_Bank.png,,liberty-bank.com,https://logo.clearbit.com/liberty-bank.com
MZ_BRAND_0000001049,Carvel,Carvel.png,,carvel.com,https://logo.clearbit.com/carvel.com
MZ_BRAND_0000000867,Bubba's 33,Bubbas_33.png,,bubbas33.com,https://logo.clearbit.com/bubbas33.com
MZ_BRAND_0000005920,VCA Animal Hospitals,VCA_Animal_Hospitals.png,,vcahospitals.com,https://logo.clearbit.com/vcahospitals.com
MZ_BRAND_0000007202,Country Hearth Inn & Suites,Country_Hearth_Inn__Suites.png,,NA,NA
MZ_BRAND_0000006761,Microtel Inn & Suites,Microtel_Inn__Suites.png,,NA,NA
MZ_BRAND_0000004158,Pear Tree Inn,Pear_Tree_Inn.png,,peartreeinnwgc.com,https://logo.clearbit.com/peartreeinnwgc.com
MZ_BRAND_0000003637,Metro Mattress,Metro_Mattress.png,,metromattress.com,https://logo.clearbit.com/metromattress.com
MZ_BRAND_0000001502,Curio Collection,Curio_Collection.png,,NA,NA
MZ_BRAND_0000001912,eyecarecenter,eyecarecenter.png,,eyecarecenter.com,https://logo.clearbit.com/eyecarecenter.com
MZ_BRAND_0000003107,Kirkland's,Kirklands.png,,kirklands.com,https://logo.clearbit.com/kirklands.com
MZ_BRAND_0000000085,AccuQuest Hearing Centers,AccuQuest_Hearing_Centers.png,,NA,NA
MZ_BRAND_0000002665,Hollywood Tans,Hollywood_Tans.png,,hollywoodtanco.com,https://logo.clearbit.com/hollywoodtanco.com
MZ_BRAND_0000002883,James Avery Craftsman,James_Avery_Craftsman.png,,NA,NA
MZ_BRAND_0000002751,Hy-Vee,Hy-Vee.png,,hy-vee.com,https://logo.clearbit.com/hy-vee.com
MZ_BRAND_0000001811,El Super,El_Super.png,,elsupermarkets.com,https://logo.clearbit.com/elsupermarkets.com
MZ_BRAND_0000004512,RaceTrac,racetrac-logo_tN9USDn.png,,racetrac.com,https://logo.clearbit.com/racetrac.com
MZ_BRAND_0000005170,Sprouts Farmers Market,1200px-Sprouts_Farmers_Market_Logo.png,,NA,NA
MZ_BRAND_0000000470,Banana Republic,Banana_Republic.png,,bananarepublic.cl,https://logo.clearbit.com/bananarepublic.cl
MZ_BRAND_0000002066,Fisher Auto Parts,Fisher_Auto_Parts.png,,fisherautoparts.com,https://logo.clearbit.com/fisherautoparts.com
MZ_BRAND_0000003348,Long John Silver's,Long_John_Silvers.png,,ljsilvers.com,https://logo.clearbit.com/ljsilvers.com
MZ_BRAND_0000000699,Bloomingdale's,Bloomingdales.png,,bloomingdales.com,https://logo.clearbit.com/bloomingdales.com
MZ_BRAND_0000006568,Ruby Thai Kitchen,Ruby_Thai_Kitchen.png,,rubythaikitchenfl.com,
MZ_BRAND_0000003077,Kid to Kid,Kid_to_Kid.png,,kidtokid.com,https://logo.clearbit.com/kidtokid.com
MZ_BRAND_0000007770,Great Smiles,great-smiles.png,,greatsmiles.org,https://logo.clearbit.com/greatsmiles.org
MZ_BRAND_0000005515,The Gardner School,The_Gardner_School.png,,thegardnerschool.com,https://logo.clearbit.com/thegardnerschool.com
MZ_BRAND_0000006841,LearningRX,LearningRX.png,,learningrx.com,https://logo.clearbit.com/learningrx.com
MZ_BRAND_0000002074,Fitness Connection,Fitness_Connection.png,,fitnessconnection.com,https://logo.clearbit.com/fitnessconnection.com
MZ_BRAND_0000007143,DTLR,DTLR.png,,dtlr.com,https://logo.clearbit.com/dtlr.com
MZ_BRAND_0000001231,Cinnabon,Cinnabon.png,,cinnabon.com,https://logo.clearbit.com/cinnabon.com
